age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
,Private,33,16,High school graduate,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Sales,White,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,3,Joint both under 65,Not in universe,Oregon,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,Hungary,United-States,United-States,Native- Born in the United States,1,Not in universe,2,52,95,0
, Private,30,36, High school graduate,1506, Not in universe, Never married, Transportation, Adm support including clerical, White, All other, Female, No, Not in universe, PT for econ reasons usually PT,16,0,5, Single, Not in universe,Montana, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
,Private,33,28,High school graduate,0,Not in universe,Never married,Social services,Other service,Black,All other,Male,Not in universe,Other job loser,Full-time schedules,4,0,5,Single,Not in universe,Alabama,Secondary individual,Other relative of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,1,8, Single, Not in universe,Vermont, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,13,95,0
, Private,30,37, 12th grade no diploma,0, Not in universe, Married-civilian spouse present, Transportation, Precision production craft & repair, White,, Male, Not in universe, Not in universe, Children or Armed Forces,5,0,6, Joint both under 65, Not in universe,Nevada, Householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,0
,Private,33,25,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,9,Joint both under 65,Not in universe,New Jersey,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
, Private,43,37, High school graduate,0, Not in universe, Married-civilian spouse present, Construction, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,7,0,4, Joint both under 65, Not in universe,California, Householder, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,20,95,0
,Private,41,10,Prof school degree (MD DDS DVM LLB JD),0,Not in universe,Separated,Other professional services,Professional specialty,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,1,0,4627,Single,Not in universe,Maryland,Nonfamily householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
,Private,39,33,High school graduate,0,Not in universe,Married-civilian spouse present,Wholesale trade,Private household services,White,Central or South American,Female,Not in universe,Not in universe,Unemployed full-time,9,0,0,Joint both under 65,Not in universe,Maine,Spouse of householder,Spouse of householder,Not in universe under 1 year old,2,Not in universe,Canada,Mexico,Canada,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
, Self-employed-not incorporated,36,26, 12th grade no diploma,0, Not in universe, Married-A F spouse present, Personal services except private HH, Not in universe, White, Cuban, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,8, Joint both under 65, South,Vermont, Householder, Householder, Yes,3, Not in universe, El-Salvador, Yugoslavia, Dominican-Republic, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
, Private,43,29, High school graduate,0, Not in universe, Separated, Entertainment, Professional specialty, White, All other, Female, Not in universe, Other job loser, Children or Armed Forces,0,0,10, Head of household, Not in universe,Vermont, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
,Private,33,41,5th or 6th grade,491,Not in universe,Never married,Retail trade,Handlers equip cleaners etc,White,Mexican (Mexicano), Female,No,Other job loser,Unemployed part- time,0,0,9,Nonfiler,Not in universe,New York, Child under 18 of RP of unrel subfamily,Nonrelative of householder,Not in universe under 1 year old,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,11,95,0
,Private,0,37,Associates degree-occup /vocational,0,Not in universe,Widowed,Not in universe or children,Technicians and related support,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,0,7,Single,Not in universe,North Dakota,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,25,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,2, Nonfiler, Not in universe,Colorado, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,4,Nonfiler,Not in universe,Delaware,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
,Not in universe,0,0,11th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Other Spanish,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Nonfiler,Not in universe,Hawaii,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,0,Not in universe,Iran,United-States,Vietnam,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,94,0
, Local government,44,3, High school graduate,0, Not in universe, Married-civilian spouse present, Public administration, Protective services, White, All other, Female, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,3, Joint both under 65, Not in universe,Indiana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
,Private,37,17,High school graduate,0,Not in universe,Married-civilian spouse present,Personal services except private HH,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,6,Head of household,West,Iowa,Householder,Child 18 or older,No,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,12,94,0
, Not in universe,0,0, 12th grade no diploma,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,9,0,1, Nonfiler, Not in universe,South Dakota, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
,Private,33,26,Associates degree-academic program,0,Not in universe,Married-A F spouse present,Education,Adm support including clerical,Amer Indian Aleut or Eskimo,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,0,Joint both under 65,Not in universe,Washington,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,49,95,0
, Private,33,19, High school graduate,798, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,7, Joint both under 65, Not in universe,Tennessee, Householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Nonfiler, Not in universe,California, Child <18 never marr not in subfamily, Other relative of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Nonfiler,Not in universe,New Mexico,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,Dominican-Republic,Dominican-Republic,Dominican-Republic,Native- Born abroad of American Parent(s),0,Not in universe,0,0,94,0
, Private,33,19, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,5, Head of household, Not in universe,Wyoming, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
,Not in universe,0,0,9th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,8,0,2,Nonfiler,Not in universe,Wyoming,Other Rel <18 never marr child of subfamily RP,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
