age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,12,0,7, Nonfiler, Not in universe,Montana, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Puerto-Rico, Outlying-U S (Guam USVI etc), Vietnam, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
1,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,3,0,6,Nonfiler,Not in universe,Florida,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
52, Private,29,37, High school graduate,0, Not in universe, Widowed, Business and repair services, Precision production craft & repair, White, All other, Male, Not in universe, Other job loser, PT for non-econ reasons usually FT,0,0,4, Joint both under 65, Not in universe,Nevada, Householder, Householder, Not in universe under 1 year old,3, Not in universe, Dominican-Republic, France, Ireland, Foreign born- U S citizen by naturalization,2, Not in universe,2,52,95,0
50, Private,43,29, High school graduate,0, Not in universe, Widowed, Personal services except private HH, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,3,0,9, Single, Not in universe,Minnesota, Nonfamily householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,1,52,94,0
0,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Other,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,2,0,5,Nonfiler,Not in universe,Arkansas,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Mexico,Mexico,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
42, Private,32,3, Associates degree-academic program,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,10, Joint both under 65, Not in universe,Nebraska, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
46, Private,3,35, High school graduate,700, Not in universe, Married-civilian spouse present, Construction, Handlers equip cleaners etc , White, All other, Female, No, Not in universe, Full-time schedules,0,0,4, Joint both under 65, Not in universe,Tennessee, Other Rel 18+ ever marr RP of subfamily, Other relative of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,47,95,0
60,Private,2,37,High school graduate,1,Not in universe,Married-civilian spouse present,Construction,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,4,Joint both under 65,Not in universe,Mississippi,Householder,Householder,Yes,1,Not in universe,United-States,,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
5,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,0,Nonfiler,Not in universe,Illinois,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
13, Not in universe,0,0, Some college but no degree,0, College or university, Never married, Not in universe or children, Farming forestry and fishing, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,3, Nonfiler, West,Mississippi, Child <18 never marr not in subfamily, Child 18 or older, No,1, Not in universe, United-States, United-States, United-States, Foreign born- Not a citizen of U S ,2, Not in universe,2,10,94,0
23,Not in universe,0,0,11th grade,0,High school,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,New entrant,Not in labor force,0,0,6,Nonfiler,Not in universe,New Hampshire,Secondary individual,Child 18 or older,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
24, Private,20,44, 9th grade,0, Not in universe, Never married, Manufacturing-durable goods, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,4, Nonfiler, Midwest,Hawaii, Secondary individual, Nonrelative of householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,94,1
7,Not in universe,0,36,Children,0,Not in universe,Never married,Not in universe or children,Farming forestry and fishing,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,2,0,4,Nonfiler,Not in universe,Georgia,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
24,Private,32,0,7th and 8th grade,0,College or university,Never married,Retail trade,Handlers equip cleaners etc,White,All other,Male,Not in universe,Not in universe,Unemployed part- time,4,0,7,Single,Not in universe,South Dakota,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,0,95,0
41, Private,43,10, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Yes, Not in universe,PT for econ reasons usually PT,0,1,4, Joint both under 65, Not in universe,Arkansas, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
77, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,1,0,2045, Single, Not in universe,Kentucky, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Yes,2,0,95,0
57,Private,33,24,Some college but no degree,0,Not in universe,Never married,Retail trade,Sales,White,All other,Female,No,Not in universe,Full-time schedules,0,0,10,Single,Not in universe,Mississippi,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
8, Private,33,26, High school graduate,0, High school, Never married, Retail trade, Other service, Black, All other, Female, No, Other job loser, Unemployed full-time,1,0,8, Single, Not in universe,New Jersey, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,12,94,0
58, Private,42,9, Associates degree-occup /vocational,0, Not in universe, Divorced, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,15017,0,7, Single, Not in universe,Nebraska, Nonfamily householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Other, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,6, Nonfiler, South,Wyoming, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Father only present, Philippines, Ireland, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
14, Private,47,36, High school graduate,755, Not in universe, Never married, Retail trade, Adm support including clerical, White, All other, Female, No, Not in universe, Children or Armed Forces,1,0,6, Single, Not in universe,Georgia, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,37,94,0
56,Private,43,26,Associates degree-academic program,1,Not in universe,Married-A F spouse present,Education,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,Arizona,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
41,Private,11,32,5th or 6th grade,0,Not in universe, Married-spouse absent,Business and repair services,Precision production craft & repair,White,Mexican (Mexicano),Female,Not in universe,Not in universe,Full-time schedules,1,0,6,Joint both under 65,Not in universe,Pennsylvania,Secondary individual,Other relative of householder,Not in universe under 1 year old,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
11, Not in universe,0,0, High school graduate,0, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Re-entrant, Children or Armed Forces,0,0,4, Nonfiler, South,Arizona, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,0,94,0
52,Private,30,37,High school graduate,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Precision production craft & repair,White,All other,Female,Not in universe,Not in universe,Full-time schedules,3,0,5,Joint both under 65,Not in universe,Vermont,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,52,95,1
