age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
55,Private,30,27,High school graduate,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Adm support including clerical,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Not in universe,Maryland,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
11, Private,33,19, Some college but no degree,0, High school, Never married, Retail trade, Sales, White, All other, Female, Yes, Re-entrant, Children or Armed Forces,0,0,4, Single, Not in universe,North Dakota, Child 18+ ever marr Not in a subfamily, Householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,40,94,0
18,Private,43,26,High school graduate,740,Not in universe,Never married,Education,Professional specialty,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,7,0,7,Single,Not in universe,Kentucky,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
17, Private,44,33, 11th grade,0, High school, Never married, Entertainment, Other service, White, Mexican (Mexicano), Female, No, Not in universe, Unemployed part- time,7,0,2, Single, Not in universe,North Carolina, Other Rel 18+ spouse of subfamily RP, Child 18 or older, Not in universe under 1 year old,5,Father only present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,11,95,0
53,Private,32,18,Associates degree-academic program,0,Not in universe,Divorced,Retail trade,Sales,White,All other,Female,No,Not in universe,Full-time schedules,0,0,1,Single,Not in universe,Wyoming,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
48, Self-employed-incorporated,43,9,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Medical except hospital,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,14998,0,2285,Joint both under 65,Not in universe,West Virginia,Householder,Householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
58,Private,39,13,Some college but no degree,0,Not in universe,Married-civilian spouse present,Hospital services,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,1,4,Joint both under 65,Not in universe,New Hampshire,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
4,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,5,Nonfiler,Not in universe,California,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
19, Private,30,25, Some college but no degree,0, Not in universe, Separated, Utilities and sanitary services, Precision production craft & repair, White, All other, Female, Not in universe, Re-entrant, Children or Armed Forces,0,0,4, Joint both under 65, Not in universe,Delaware, Other Rel 18+ ever marr not in subfamily, Nonrelative of householder, Not in universe under 1 year old,6, Not in universe, Mexico, Jamaica, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,18,95,0
16,Private,33,26,11th grade,0,Not in universe,Never married,Finance insurance and real estate,Sales,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,2,Nonfiler,Not in universe,Hawaii,Other Rel 18+ never marr not in subfamily,Nonrelative of householder,Not in universe under 1 year old,6,Not in universe,Puerto-Rico,Germany,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
8,Private,8,2,High school graduate,0,Not in universe,Never married,Manufacturing-durable goods,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Single,Not in universe,Oregon,Child 18+ never marr Not in a subfamily,Child under 18 never married,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,52,94,0
60,Private,34,36,High school graduate,0,Not in universe,Married-spouse absent,Manufacturing-nondurable goods,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,6,0,6,Joint both under 65,Not in universe,Missouri,Householder,Householder,Yes,0,Not in universe,United-States,,,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
54,Private,38,3,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Full-time schedules,14686,0,6617,Single,Not in universe,Montana,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Northeast,Colorado, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, Mexico, Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
34,Private,33,2,High school graduate,0,Not in universe,Never married,Social services,Executive admin and managerial,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,1,10, Head of household,Not in universe,New Hampshire,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
62, Private,41,11, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Social services, Professional specialty, White, Central or South American, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe,Tennessee, Householder, Householder, Not in universe under 1 year old,2, Not in universe, Peru, ?, Peru, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,0
69,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,New entrant,Children or Armed Forces,7,0,7,Nonfiler,Not in universe,Kentucky,Grandchild <18 never marr not in subfamily,Child under 18 never married,Yes,0,Not in universe,Hungary,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,14,0,5, Nonfiler, Not in universe,Idaho, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Dominican-Republic, ?, ?, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
13,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,6,Nonfiler,Not in universe,California,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
24,Private,9,34,High school graduate,0,Not in universe,Divorced,Transportation,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe, PT for non-econ reasons usually FT,1,0,0,Single,Not in universe,North Carolina,Secondary individual,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,26,95,0
18,Private,33,30,Prof school degree (MD DDS DVM LLB JD),0,Not in universe,Never married,Retail trade,Other service,White,All other,Male,Not in universe,Not in universe,Full-time schedules,4,0,3,Single,Not in universe,Utah,Other Rel 18+ never marr not in subfamily,Nonrelative of householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
53, Self-employed-incorporated,37,2,High school graduate,1,Not in universe,Never married,Utilities and sanitary services,Technicians and related support,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,2406,0,4,Single,Northeast,Alaska,Nonfamily householder,Householder,No,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,18,94,0
50,Private,29,37,High school graduate,0,High school,Married-civilian spouse present,Manufacturing-durable goods,Machine operators assmblrs & inspctrs,Black,All other,Male,Not in universe,Not in universe,Unemployed full-time,0,0,5,Joint one under 65 & one 65+,Not in universe,New Jersey,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,25,95,0
42, Private,29,35, 9th grade,1, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Job leaver, Children or Armed Forces,14,0,7, Joint both under 65, Not in universe,New York, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Puerto Rican, Male, Not in universe, Not in universe, Children or Armed Forces,16,0,8, Nonfiler, Not in universe,Oklahoma, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Dominican-Republic, Ecuador, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
