age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
40,Private,40,16,Some college but no degree,0,Not in universe,Married-civilian spouse present, finanCe insuRance aNd reAl estAte,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,5,0,4,Joint both under 65,Not in universe,North Carolina,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
50, Not in universe,0,0, Bachelors degree(BA AB BS),1, Not in universe, Married-civilian spouse present,  nOt In unIverse Or chilDren, Not in universe, White, All other, Female, Not in universe, New entrant, Children or Armed Forces,0,0,5, Joint both under 65, South,Arizona, Householder, Householder, No,0, Not in universe, Germany, Yugoslavia, France, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,94,0
50,Private,39,34,Some college but no degree,0,Not in universe,Married-civilian spouse present, manufacturing-nOndurable goOds,Precision production craft & repair,White,Other Spanish,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,3,Joint both under 65,Not in universe,Nevada,Householder,Householder,Yes,4,Not in universe,United-States,Puerto-Rico,United-States,Native- Born in the United States,0,Not in universe,2,25,94,0
7,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univeRse Or childRen,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,0,Nonfiler,Not in universe,Nebraska,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
52,Private,44,26,Associates degree-occup /vocational,507,Not in universe,Married-civilian spouse present, mEdical excePt hospItal,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,7,Joint both under 65,Not in universe,Washington,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
68,Not in universe,0,0,High school graduate,0,Not in universe,Never married, nOt In uniVerse Or cHildren,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,9,0,7,Nonfiler,Not in universe,Utah,Other Rel <18 never marr child of subfamily RP,Other relative of householder,Not in universe under 1 year old,0,Not in universe,United-States,Honduras,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
3,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uniVerse Or childrEn,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,5,0,0,Nonfiler,Not in universe,Rhode Island,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,Mexico,Mexico,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
26,Private,24,34,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, constrUction,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,North Dakota,Spouse of householder,Spouse of householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
10, Private,44,27, Bachelors degree(BA AB BS),705, Not in universe, Married-civilian spouse present,  educatIon, Other service, Amer Indian Aleut or Eskimo, All other, Female, No, Not in universe, Full-time schedules,0,0,4, Joint both under 65, Not in universe,Ohio, Spouse of householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,20,95,0
43,Private,29,37,High school graduate,1638,Not in universe,Divorced, manufactUring-durable goOds,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe, Job loser - on layoff,Children or Armed Forces,1,0,9,Single,Midwest,Wyoming,Other Rel 18+ never marr not in subfamily,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
58, Not in universe,0,0, High school graduate,0, Not in universe, Widowed,  nOt In univerSe Or chIldren, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Nonfiler, Not in universe,Oklahoma, Householder, Householder, Yes,0, Not in universe, China,Puerto-Rico, Scotland, Native- Born abroad of American Parent(s),0, Not in universe,2,0,94,0
40, Private,3,44, High school graduate,784, Not in universe, Divorced,  constructIon, Precision production craft & repair, White, All other, Male, No,Job leaver, Unemployed full-time,13,0,7, Single, Not in universe,Wyoming, Householder, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
25,Private,37,26,11th grade,0,Not in universe,Married-civilian spouse present, reTail traDe,Sales,White,All other,Female,Not in universe,Not in universe,Unemployed full-time,1,0,7,Joint both under 65,Not in universe,Arkansas,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
55, Local government,39,12, Prof school degree (MD DDS DVM LLB JD),1602, Not in universe, Married-civilian spouse present,  educAtion, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,14960,1808,1, Joint both under 65, Not in universe,Arizona, Householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
65,Private,30,26,High school graduate,0,Not in universe,Married-civilian spouse present, manufacturing-nondUrable gooDs,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Full-time schedules,7,0,2,Joint both under 65,Not in universe,Missouri,Spouse of householder,Spouse of householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
59,Private,0,0,Less than 1st grade,0,Not in universe,Never married, nOt In unIverse Or cHildren,Not in universe,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,3,1,5,Single,Not in universe,California,Householder,Householder,Not in universe under 1 year old,6,Not in universe,Guatemala,,United-States,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
4, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univeRse Or childRen, Not in universe, Other, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,3,0,4, Nonfiler, Northeast,West Virginia, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Father only present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,94,0
60,Private,28,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, transportatiOn,Professional specialty,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,7595,1792,2139,Joint both under 65,Not in universe,Wyoming,Householder,Householder,Yes,6,Not in universe, Honduras,Italy,England,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,1
73,Not in universe,0,0,9th grade,0,Not in universe,Married-civilian spouse present, nOt In unIverse Or cHildren,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,6,0,6,Joint both 65+,Not in universe,Oklahoma,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
21,Not in universe,0,0,11th grade,0,High school,Never married, socIal servIces,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,2,Nonfiler,Not in universe,Washington,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,5,95,0
58,Federal government,28,36,High school graduate,1,Not in universe,Married-civilian spouse present, transportAtion,Transportation and material moving,White,Mexican-American,Male,Not in universe,Not in universe,Full-time schedules,0,0,3,Joint both under 65,Not in universe,New York,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
57,Private,33,25,High school graduate,527,Not in universe,Married-civilian spouse present, finaNce insuRance aNd reAl eState,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,1,4,Joint both under 65,Not in universe,Nevada,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
39,Local government,49,7,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present, educatiOn,Professional specialty,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Joint both under 65,Not in universe,Illinois,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
68,Not in universe,0,0,Some college but no degree,0,Not in universe,Married-civilian spouse present, nOt In uniVerse Or chilDren,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,7,1,11,Joint both under 65,Not in universe,Massachusetts,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,Hungary,,United-States,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
50,Private,32,17,Some college but no degree,0,Not in universe,Married-civilian spouse present, retAil trAde,Sales,White,All other,Male,Not in universe,Not in universe,Full-time schedules,5,0,193,Joint both under 65,Not in universe,Ohio,Householder,Householder,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
